id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
135799034,2022-09-20 10:31:09-05:00,2022-09-20,2022-09-20 15:31:09 UTC,Central Time (US & Canada),1232574,michaellinz,,2022-09-20 16:01:28 UTC,2022-09-20 17:48:50 UTC,research,,https://www.inaturalist.org/observations/135799034,https://static.inaturalist.org/photos/231674560/medium.jpg,,"","",1,0,false,3,"Riverfront Trail, Judsonia, AR, US",35.3934696364,-91.7179062591,9,,,,9,,,false,,,,White,Arkansas,United States,Arkansas,White,river cane,Arundinaria gigantea,river cane,Plantae,121747
135849810,2022-09-20 15:28:20-05:00,2022-09-20,2022-09-20 20:28:20 UTC,Central Time (US & Canada),439573,bama_botany,Brian Keener,2022-09-20 23:22:26 UTC,2022-10-12 17:02:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135849810,https://inaturalist-open-data.s3.amazonaws.com/photos/231768256/medium.jpg,,"","",1,0,false,3,"Emelle, AL, US",32.8418914927,-88.2157478762,5,,,,5,,,false,,,,Sumter,Alabama,United States,Alabama,Sumter,river cane,Arundinaria gigantea,river cane,Plantae,121747
135867253,2015-05-13 13:18:29,2015-05-13,2015-05-13 17:18:29 UTC,Eastern Time (US & Canada),751586,andersoncruz,Jennifer Anderson-Cruz,2022-09-21 02:25:15 UTC,2023-07-08 09:35:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/135867253,https://inaturalist-open-data.s3.amazonaws.com/photos/231800993/medium.jpeg,,"",,1,0,false,2,Piedmont National Wildlife Refuge,33.0986450738,-83.7131132931,168,,,,168,,,false,gps,gps,,Jones,Georgia,United States,Georgia,Jones,river cane,Arundinaria gigantea,river cane,Plantae,121747
136057238,2022-09-18 13:35:32-05:00,2022-09-18,2022-09-18 18:35:32 UTC,Central Time (US & Canada),5977173,chinkapincrafts,,2022-09-22 17:11:27 UTC,2022-09-23 15:29:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136057238,https://inaturalist-open-data.s3.amazonaws.com/photos/232153363/medium.jpg,,"","",1,0,false,3,"Woodbury, TN, US",35.85342,-86.0846416667,5,,,,5,,,false,,,,Cannon,Tennessee,United States,Tennessee,Cannon,river cane,Arundinaria gigantea,river cane,Plantae,121747
136075495,2022/09/21 3:17 PM,2022-09-21,2022-09-21 20:17:00 UTC,Central Time (US & Canada),521220,drbh2o,Matt,2022-09-22 19:26:24 UTC,2022-09-23 13:32:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136075495,https://inaturalist-open-data.s3.amazonaws.com/photos/232182877/medium.png,,"",,1,0,false,,"Hardin, Big Thicket National Preserve, Texas, United States",30.35138056,-94.24307222,,,,,,,,false,,,,Hardin,Texas,United States,Texas,Hardin,river cane,Arundinaria gigantea,river cane,Plantae,121747
136197312,2022-09-23 11:06:02-04:00,2022-09-23,2022-09-23 15:06:02 UTC,Eastern Time (US & Canada),3334124,kwbarber,,2022-09-23 20:08:48 UTC,2022-09-28 02:45:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136197312,https://inaturalist-open-data.s3.amazonaws.com/photos/232409058/medium.jpg,,"","",1,0,false,3,"Great Smoky Mountains National Park, Townsend, TN, US",35.6109744914,-83.731688837,1419,,,,1419,,,false,,,,Blount,Tennessee,United States,Tennessee,Blount,river cane,Arundinaria gigantea,river cane,Plantae,121747
136300566,2022-09-24 11:52:04-05:00,2022-09-24,2022-09-24 16:52:04 UTC,Central Time (US & Canada),5213932,ejharrod,,2022-09-24 16:54:55 UTC,2022-11-10 16:56:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136300566,https://inaturalist-open-data.s3.amazonaws.com/photos/232604435/medium.jpg,,"","",1,0,false,3,"AR-52, Wilmot, AR, US",33.0684077249,-91.4987811541,4,,,,4,,,false,,,,Ashley,Arkansas,United States,Arkansas,Ashley,river cane,Arundinaria gigantea,river cane,Plantae,121747
136751574,2022-09-27 10:53:27-05:00,2022-09-27,2022-09-27 15:53:27 UTC,Central Time (US & Canada),223480,distractedbygrasshoppers,Sally,2022-09-27 23:45:30 UTC,2022-09-28 23:02:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136751574,https://inaturalist-open-data.s3.amazonaws.com/photos/233441035/medium.jpg,,"",River cane?,2,0,false,3,"Lewisville, AR, US",33.24618,-93.6492616667,8,,,,8,,,false,,,,Lafayette,Arkansas,United States,Arkansas,Lafayette,river cane,Arundinaria gigantea,river cane,Plantae,121747
136835220,2022-09-28 10:32:22-05:00,2022-09-28,2022-09-28 15:32:22 UTC,Central Time (US & Canada),449307,fieldfalcon,Fields Falcone,2022-09-28 19:08:12 UTC,2022-09-30 02:19:20 UTC,research,,https://www.inaturalist.org/observations/136835220,https://static.inaturalist.org/photos/233595695/medium.jpg,,"","",1,0,false,3,"Cherokee Village, AR, US",36.312205,-91.526825,4,,,,4,,,false,,,,Sharp,Arkansas,United States,Arkansas,Sharp,river cane,Arundinaria gigantea,river cane,Plantae,121747
136840381,2022-09-28 12:47:11-04:00,2022-09-28,2022-09-28 16:47:11 UTC,Eastern Time (US & Canada),1602846,biomania,"",2022-09-28 19:52:41 UTC,2022-09-30 00:09:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136840381,https://inaturalist-open-data.s3.amazonaws.com/photos/233605052/medium.jpg,,"","",1,0,false,3,"Mill Creek Lake, Pine Ridge, KY, US",37.7684333333,-83.6709966667,3032,,,,3032,,,false,,,,Wolfe,Kentucky,United States,Kentucky,Wolfe,river cane,Arundinaria gigantea,river cane,Plantae,121747
136856994,2022-09-28 15:19:29-05:00,2022-09-28,2022-09-28 20:19:29 UTC,Central Time (US & Canada),744155,snaredorb,,2022-09-28 22:33:29 UTC,2022-09-29 00:51:38 UTC,research,,https://www.inaturalist.org/observations/136856994,https://static.inaturalist.org/photos/233636048/medium.jpg,,"","",1,0,false,3,"Clinton, MS, US",32.3132001004,-90.3134099209,5,,,,5,,,false,,,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
136859010,2022-09-27 16:24:36,2022-09-27,2022-09-27 21:24:36 UTC,Central Time (US & Canada),6110013,wilsonm,"",2022-09-28 22:55:32 UTC,2022-10-17 03:12:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136859010,https://inaturalist-open-data.s3.amazonaws.com/photos/233639368/medium.jpeg,,"","Linear Blades
Monocot

Suffrutescent 
Simple
Alternate 
Entire 
Stipules 

Parallel Veins

Rosy",2,0,false,2,"Monticello, AR 71655, USA",33.5914382913,-91.8175838515,30,,,,30,,,false,gps,gps,,Drew,Arkansas,United States,Arkansas,Drew,river cane,Arundinaria gigantea,river cane,Plantae,121747
136872589,2022-09-28 15:20:57,2022-09-28,2022-09-28 20:20:57 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-09-29 01:50:24 UTC,2023-01-23 01:14:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136872589,https://inaturalist-open-data.s3.amazonaws.com/photos/233666721/medium.jpeg,,"",,1,0,false,2,"Clinton, MS, USA",32.3130683997,-90.3133214,,,,,,,,false,gps,gps,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
136963534,2022-09-29 16:42:40,2022-09-29,2022-09-29 21:42:40 UTC,Central Time (US & Canada),2718747,okiepocus,David Matthew,2022-09-29 21:56:43 UTC,2023-07-08 09:43:58 UTC,research,,https://www.inaturalist.org/observations/136963534,https://inaturalist-open-data.s3.amazonaws.com/photos/233835232/medium.jpeg,,"",,1,0,false,2,"Tulsa, OK 74126, USA",36.20609957,-96.06564655,5,,,,5,,,false,,,,Osage,Oklahoma,United States,Oklahoma,Osage,river cane,Arundinaria gigantea,river cane,Plantae,121747
136973470,2022/09/21 1:21 PM,2022-09-21,2022-09-21 18:21:00 UTC,Central Time (US & Canada),521220,drbh2o,Matt,2022-09-29 23:41:45 UTC,2022-09-30 03:14:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/136973470,https://inaturalist-open-data.s3.amazonaws.com/photos/233853140/medium.png,,"",,1,0,false,,"Tyler, Big Thicket National Preserve, Texas, United States",30.58639444,-94.34608333,,,,,,,,false,,,,Tyler,Texas,United States,Texas,Tyler,river cane,Arundinaria gigantea,river cane,Plantae,121747
137020465,2022-09-27 18:08:31,2022-09-27,2022-09-27 22:08:31 UTC,Eastern Time (US & Canada),4655312,tyler664,Tyler Burns,2022-09-30 13:15:47 UTC,2022-09-30 18:37:30 UTC,research,,https://www.inaturalist.org/observations/137020465,https://static.inaturalist.org/photos/233942065/medium.jpeg,,"",,2,0,false,2,"Versailles, KY 40390, USA",37.8302268997,-84.72323,,,,,,,,false,gps,gps,,Jessamine,Kentucky,United States,Kentucky,Jessamine,river cane,Arundinaria gigantea,river cane,Plantae,121747
137077991,2022-09-29 14:42:41,2022-09-29,2022-09-29 19:42:41 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-09-30 21:52:52 UTC,2022-10-07 18:43:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137077991,https://inaturalist-open-data.s3.amazonaws.com/photos/234046171/medium.jpeg,,"",,2,0,false,2,"Clinton, MS, USA",32.3162269997,-90.3127613,,,,,,,,false,gps,gps,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
137094762,2022-09-29 11:02:15,2022-09-29,2022-09-29 16:02:15 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-10-01 00:57:25 UTC,2022-10-01 15:17:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137094762,https://inaturalist-open-data.s3.amazonaws.com/photos/234078373/medium.jpeg,,"",,1,0,false,2,"Clinton, MS, USA",32.3175955997,-90.311721,,,,,,,,false,gps,gps,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
137160729,2022-10-01 09:09:24-05:00,2022-10-01,2022-10-01 14:09:24 UTC,Central Time (US & Canada),211252,oceanicwilderness,Misti,2022-10-01 16:18:07 UTC,2022-10-01 21:01:18 UTC,research,,https://www.inaturalist.org/observations/137160729,https://static.inaturalist.org/photos/234202078/medium.jpg,,"","",1,0,false,3,"Sam Houston National Forest, Coldspring, TX, US",30.5086133333,-95.0900583333,10,,,,10,,,false,,,,San Jacinto,Texas,United States,Texas,San Jacinto,river cane,Arundinaria gigantea,river cane,Plantae,121747
137215264,2022-09-27 15:21:26,2022-09-27,2022-09-27 19:21:26 UTC,Eastern Time (US & Canada),2545394,bfuxan,Brian Fuxan,2022-10-01 23:30:06 UTC,2022-10-05 13:22:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137215264,https://inaturalist-open-data.s3.amazonaws.com/photos/234304171/medium.jpeg,,"",,1,0,false,2,"Bristol, FL 32321, USA",30.5767345,-84.9489276944,,,,,,,,false,gps,gps,,Liberty,Florida,United States,Florida,Liberty,river cane,Arundinaria gigantea,river cane,Plantae,121747
137220295,2022-10-01 12:55:29-05:00,2022-10-01,2022-10-01 17:55:29 UTC,Central Time (US & Canada),6209462,waynelle,,2022-10-02 00:15:54 UTC,2022-10-02 16:16:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137220295,https://inaturalist-open-data.s3.amazonaws.com/photos/234315698/medium.jpg,,"","",1,0,false,3,"FD-176, Cadiz, KY, US",36.8980116667,-88.0413805,4,,,,4,,,false,,,,Trigg,Kentucky,United States,Kentucky,Trigg,river cane,Arundinaria gigantea,river cane,Plantae,121747
137385656,2022-10-02 15:56:58-05:00,2022-10-02,2022-10-02 20:56:58 UTC,Central Time (US & Canada),5446641,emilygothro,E. Gothro,2022-10-03 06:50:02 UTC,2022-12-02 04:54:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137385656,https://inaturalist-open-data.s3.amazonaws.com/photos/234635717/medium.jpg,,"","",1,0,false,3,"Scottsboro, AL, US",34.6167866667,-86.1310971667,4,,,,4,,,false,,,,Jackson,Alabama,United States,Alabama,Jackson,river cane,Arundinaria gigantea,river cane,Plantae,121747
137446694,2022-10-03 14:09:51-05:00,2022-10-03,2022-10-03 19:09:51 UTC,Central Time (US & Canada),2313760,sekistler,,2022-10-03 19:10:22 UTC,2022-10-05 13:20:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137446694,https://inaturalist-open-data.s3.amazonaws.com/photos/234758247/medium.jpg,,"","",1,0,false,3,"Woodland Walk, Eddyville, KY, US",36.9023792586,-88.0352912006,5,,,,5,,,false,,,,Lyon,Kentucky,United States,Kentucky,Lyon,river cane,Arundinaria gigantea,river cane,Plantae,121747
137454278,2022-09-24 11:18:07-05:00,2022-09-24,2022-09-24 16:18:07 UTC,Central Time (US & Canada),406827,kommissar,"",2022-10-03 20:20:49 UTC,2022-10-04 12:24:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137454278,https://inaturalist-open-data.s3.amazonaws.com/photos/234761144/medium.jpg,,"","",1,0,false,3,"Talladega National Forest, Piedmont, AL, US",33.860825,-85.524995,3,,,,3,,,false,,,,Cleburne,Alabama,United States,Alabama,Cleburne,river cane,Arundinaria gigantea,river cane,Plantae,121747
137463189,2022-10-03 16:44:04-04:00,2022-10-03,2022-10-03 20:44:04 UTC,Eastern Time (US & Canada),4798604,scott_cave,Scott Cave,2022-10-03 21:52:25 UTC,2022-10-03 22:35:31 UTC,research,,https://www.inaturalist.org/observations/137463189,https://static.inaturalist.org/photos/234778456/medium.jpg,,"","",1,0,false,3,"Cherokee National Forest, Bristol, TN, US",36.5255783333,-82.1100833333,4,,,,4,,,false,,,,Sullivan,Tennessee,United States,Tennessee,Sullivan,river cane,Arundinaria gigantea,river cane,Plantae,121747
137496294,2022-10-03 17:14:31-05:00,2022-10-03,2022-10-03 22:14:31 UTC,Central Time (US & Canada),5920969,wdjnatureboy,,2022-10-04 06:13:31 UTC,2022-10-04 18:57:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137496294,https://inaturalist-open-data.s3.amazonaws.com/photos/234844679/medium.jpg,,"","",1,0,false,3,"Shelby Park, Nashville, TN, US",36.1801866667,-86.70723,69,,,,69,,,false,,,,Davidson,Tennessee,United States,Tennessee,Davidson,river cane,Arundinaria gigantea,river cane,Plantae,121747
137751299,2022-09-28 12:06:55-05:00,2022-09-28,2022-09-28 17:06:55 UTC,Central Time (US & Canada),444377,jmmp2013,,2022-10-06 15:14:05 UTC,2022-10-06 15:40:43 UTC,research,,https://www.inaturalist.org/observations/137751299,https://static.inaturalist.org/photos/235322886/medium.jpg,,"","",1,0,false,3,"SH-336 Loop, Conroe, TX, US",30.2829508962,-95.4398621512,245,,,,245,,,false,,,,Montgomery,Texas,United States,Texas,Montgomery,river cane,Arundinaria gigantea,river cane,Plantae,121747
137809550,2022/10/06 5:16 PM,2022-10-06,2022-10-06 22:16:00 UTC,Central Time (US & Canada),5438377,eh111,EH,2022-10-06 23:48:18 UTC,2022-10-07 17:25:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137809550,https://inaturalist-open-data.s3.amazonaws.com/photos/235427624/medium.jpeg,,"",,1,0,false,,"Tuscaloosa, AL, USA",33.2479484719,-87.5165880115,260,,,,260,,,false,,,,Tuscaloosa,Alabama,United States,Alabama,Tuscaloosa,river cane,Arundinaria gigantea,river cane,Plantae,121747
137862194,2022-10-07 10:34:55-04:00,2022-10-07,2022-10-07 14:34:55 UTC,Eastern Time (US & Canada),1409855,jmarlin,,2022-10-07 14:48:58 UTC,2022-10-07 15:49:23 UTC,research,CC0,https://www.inaturalist.org/observations/137862194,https://inaturalist-open-data.s3.amazonaws.com/photos/235528701/medium.jpg,,"","",1,0,false,3,"Little Debbie Pkwy, Collegedale, TN, US",35.0634330368,-85.0695116288,4,,,,4,,,false,,,Greater Chattanooga,Hamilton,Tennessee,United States,Tennessee,Hamilton,river cane,Arundinaria gigantea,river cane,Plantae,121747
137863499,2022/10/06 2:04 PM,2022-10-06,2022-10-06 18:04:00 UTC,Eastern Time (US & Canada),938411,natforlife,M. A. Naturalist,2022-10-07 15:01:07 UTC,2022-10-07 17:10:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137863499,https://inaturalist-open-data.s3.amazonaws.com/photos/235530720/medium.jpeg,,"",,1,0,false,,"Boone County, KY, USA",38.8864638889,-84.7520055556,10,,,,10,,,false,,,,Boone,Kentucky,United States,Kentucky,Boone,river cane,Arundinaria gigantea,river cane,Plantae,121747
138125384,Sun Oct 09 2022 10:16:58 GMT -0500 (CDT),2022-10-09,2022-10-09 15:16:58 UTC,Central Time (US & Canada),6020413,bsmyser,,2022-10-09 15:21:24 UTC,2022-12-15 04:20:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138125384,https://inaturalist-open-data.s3.amazonaws.com/photos/236024212/medium.jpeg,,"",,1,0,false,333,"Lafayette County, US-MS, US",34.2691345215,-89.7021026611,11,,,,11,,,false,,,,Lafayette,Mississippi,United States,Mississippi,Lafayette,river cane,Arundinaria gigantea,river cane,Plantae,121747
138151324,2022-10-08 13:38:35-05:00,2022-10-08,2022-10-08 18:38:35 UTC,Central Time (US & Canada),439575,eamonccorbett,"",2022-10-09 18:25:16 UTC,2022-11-10 16:41:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138151324,https://inaturalist-open-data.s3.amazonaws.com/photos/236072466/medium.jpg,,"","",2,0,false,3,"Zachary, LA, US",30.6908283333,-91.278555,4,,,,4,,,false,,,,,Louisiana,United States,Louisiana,East Feliciana,river cane,Arundinaria gigantea,river cane,Plantae,121747
138155622,2022-10-09 13:28:42-05:00,2022-10-09,2022-10-09 18:28:42 UTC,Central Time (US & Canada),5633208,xuser,:/,2022-10-09 18:55:57 UTC,2022-10-09 20:30:57 UTC,research,,https://www.inaturalist.org/observations/138155622,https://static.inaturalist.org/photos/236080703/medium.jpg,,"","",1,0,false,3,"Martin Dies, Jr. State Park, Jasper, TX, US",30.8640633333,-94.1823716667,8,,,,8,,,false,,,,Jasper,Texas,United States,Texas,Jasper,river cane,Arundinaria gigantea,river cane,Plantae,121747
138175325,2022-10-09 17:13:36-04:00,2022-10-09,2022-10-09 21:13:36 UTC,Eastern Time (US & Canada),6091537,jakobwilson01,Jakob Wilson,2022-10-09 21:16:55 UTC,2022-10-11 01:56:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138175325,https://inaturalist-open-data.s3.amazonaws.com/photos/236116783/medium.jpg,,"","",1,0,false,3,"SC-153 N, Greenville, SC, US",34.7980756872,-82.5008973108,6,,,,6,,,false,,,,Anderson,South Carolina,United States,South Carolina,Anderson,river cane,Arundinaria gigantea,river cane,Plantae,121747
138196719,2022-10-09 12:10:53-05:00,2022-10-09,2022-10-09 17:10:53 UTC,Central Time (US & Canada),673449,jquinn,,2022-10-10 00:13:07 UTC,2022-10-12 15:08:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138196719,https://inaturalist-open-data.s3.amazonaws.com/photos/236159498/medium.jpg,,"","",1,0,false,3,"Ozark-St. Francis National Forests, Mountain View, AR, US",35.963395,-92.154725,77,,,,77,,,false,,,,Stone,Arkansas,United States,Arkansas,Stone,river cane,Arundinaria gigantea,river cane,Plantae,121747
138301662,2022-10-10 15:11:36-05:00,2022-10-10,2022-10-10 20:11:36 UTC,Central Time (US & Canada),6238271,mitchell662,,2022-10-10 20:11:45 UTC,2022-10-14 18:44:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138301662,https://inaturalist-open-data.s3.amazonaws.com/photos/236360423/medium.jpg,,"","",1,0,false,3,"Shelby Park, Nashville, TN, US",36.1657691421,-86.7239613087,5,,,,5,,,false,,,,Davidson,Tennessee,United States,Tennessee,Davidson,river cane,Arundinaria gigantea,river cane,Plantae,121747
138301807,2022-10-10 15:12:04-05:00,2022-10-10,2022-10-10 20:12:04 UTC,Central Time (US & Canada),6238462,thomas2567,Thomas Martin,2022-10-10 20:12:32 UTC,2022-10-14 18:43:47 UTC,research,,https://www.inaturalist.org/observations/138301807,https://static.inaturalist.org/photos/236359870/medium.jpg,,"","",1,0,false,3,"Shelby Park, Nashville, TN, US",36.1655977872,-86.7239739319,7,,,,7,,,false,,,,Davidson,Tennessee,United States,Tennessee,Davidson,river cane,Arundinaria gigantea,river cane,Plantae,121747
138357781,2022-10-10 15:38:16-05:00,2022-10-10,2022-10-10 20:38:16 UTC,Central Time (US & Canada),5223569,tarac10,Tara Cox-Watson,2022-10-11 06:08:58 UTC,2022-10-14 23:04:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/138357781,https://inaturalist-open-data.s3.amazonaws.com/photos/236465028/medium.jpg,,"","",1,0,false,3,"Meadville, MS, US",31.4910406356,-90.9409207485,4,,,,4,,,false,,,,Franklin,Mississippi,United States,Mississippi,Franklin,river cane,Arundinaria gigantea,river cane,Plantae,121747
